flynn_underwood,'Exactly',
flynn_underwood,'Yeh too bad it fuckin sucks to use, tho using it as a mouse pointer is kinda based',
flynn_underwood,'Science',
ben_john555,'Who needs a productivity mouse when you have a wii remote\n\u2764\ufe0f',
ben_john555,"That's some mad science",
ben_john555,'Fuckin how',
ryanhirst_1,'Not good enough mate',
ja.mie_boyd,'Mate. . .',
